Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
50359.10029674768,9.578581551793153,2.5866571802960756,3.313675908658772,689242.7780249356,32923.59702404683,Chickpet
41056.70797373584,8.179548432595972,2.061962818104597,2.571501025558037,812178.4806645348,47124.50201048777,Vartur
55892.28571822398,12.33076332251748,2.5369229490509264,1.2040771059007422,661976.8683083091,23773.87760948392,Pampamahakavi Road
78442.00995740634,10.670065179179513,2.9060279615770046,3.4540456912744606,343174.88402629434,15491.327931392783,Rajarajeshwarinagar
67804.2159101459,7.726827163680465,2.2671225023831854,2.917485697214862,858577.1220716604,34906.51869141358,Jayangar Iii Block
69043.65826190812,19.718350700292685,2.9669514785340914,1.9783359806523366,574245.655322223,48463.633150396134,Bnagalore Viswavidalaya
96770.70174545907,9.932515511213643,2.885136214379521,2.3850839624608255,977324.2317733784,21115.703026007108,Thalaghattapura
61193.13788258518,14.622579408834278,2.9571474689792874,3.6714595953292912,652916.2406569833,41382.52735554367,Madivala
56469.40263812452,21.75825893209305,2.3140969611085183,1.6533275951490232,227537.79179371253,42007.186800361465,Subramanyapura
88721.64937179582,24.067124906347978,2.857135822348452,2.786258245185617,300975.42250720697,48021.051542149035,Kannamangala
64887.378745754366,29.799451304871802,2.980025243354706,1.7481912319888933,897794.7527308047,47618.415958954545,Vartur
87893.6275220181,10.582316480774914,2.3514403268389312,1.048334417568412,688464.1211333349,49511.06874465602,Girinagar
92932.20155550147,12.104872789869251,2.23216808489138,2.2694724926908414,608450.2912241324,17552.058682639945,Chickpet
90865.25963758898,10.90194445289226,2.276642579612229,3.701961249264108,749381.0951266043,25136.753519218124,Padmanabhnagar
54824.75284078505,9.139254287365947,2.0252331451139898,1.3184188687459033,905393.7050129818,31822.07103168551,Pampamahakavi Road
82901.43583716475,22.606391327525554,2.4509525661007237,2.4133931919690603,486220.27340894885,47019.260691752395,Wipro Limited
54868.646111738,13.486232147364866,2.8097106250253066,2.9737220777579623,280440.73267109855,23282.835934175717,Shanthinagar
93020.61693781233,6.338679903312317,2.9919593934583237,1.3839830825021198,425586.06499287894,44678.626388416626,HSR Layout
89419.82756512509,6.246552193775576,2.5088433526980403,2.255843115762636,366963.8793377713,48305.39202759855,Deepanjalinagar
73202.04443147974,5.731074731493051,2.101724696878494,2.9100347351461524,327770.58963038045,35462.84038530046,HSR Layout
73754.05239262356,11.147070186723116,2.650009778124057,3.737149711729985,892061.0182206073,34388.8522046998,Electronics City
94919.238428645,27.931890735401197,2.7875440615069937,2.7284506641740114,490217.8865229305,49130.373190131664,Agram
59426.26612257764,5.332332979576991,2.5587736654684474,2.000092747418948,763603.8458450263,22301.344068786388,Vartur
73998.21751516717,14.019754831331294,2.5609403998723983,3.18685061947201,288602.29219912627,36470.25445023064,Chandapura
62639.55820422949,19.47151769092827,2.5299668743676773,2.5419494552794015,283356.5087812901,22383.10887344349,Mavalli
61106.599733520095,16.106905853543324,2.294651812600889,3.0677092189922535,328902.8555853587,29353.94257493408,Wilson Garden
95611.03382370647,23.067659067308785,2.5280273034887815,2.4445586033456013,723349.8410433759,23745.303403218808,Thalaghattapura
58142.182431714406,5.342608238432521,2.125664024640244,2.5547001091832815,887185.6231208965,15422.767217272813,Banashankari Iii Stage
89923.03807387847,5.797786346180828,2.0653452244370243,3.3867789918843236,557878.5727147949,19981.534986329287,Koramangala I Block
98162.08416551474,21.339396090384334,2.825660619398497,3.889241241544279,772276.4061219358,41994.159777339846,Mundur
68558.55868418515,26.700280041116137,2.4362584019603255,2.542506875378005,841536.6274096804,29767.452754614016,Doddakallasandra
95241.27266708062,17.283994758223496,2.6334395296895625,2.9604395235498204,258108.21516238098,38349.29607861456,Chandapura
69269.52766155699,9.702214463016253,2.2384249539023204,2.550411501753186,260285.0712940759,38174.30014769855,Medimallasandra
44069.43937885135,23.91070620672625,2.634102278665051,3.0512092994829265,834398.1163867695,45633.82948828333,Panathur
65006.32547316025,21.503093234650702,2.099921264413779,1.875272948537547,611786.8602809788,27637.071268501415,Sampangiramnagar
44311.46350203593,5.6176442702925,2.445046947832276,1.4330866942045235,376877.5347326769,34325.95509102929,Medimallasandra
47916.59369614098,15.38499043879591,2.472234020788924,1.7158628846051815,204725.06370013912,17958.1929500965,Thalaghattapura
41281.31827673162,6.4234100925574005,2.599553756880648,2.5366434969296643,736857.6408983421,47413.352056534764,Tyagrajnagar
68362.36683141888,11.185079470146345,2.055258957880458,1.5346051819883821,562317.4789927818,15892.756622920157,Kadugodi
54982.078058893734,8.994386293630516,2.941591287010477,3.815072922971714,456317.5691563682,49297.49093512201,Bnagalore Viswavidalaya
58722.3122341329,8.294485256219634,2.1733723247418584,2.9539760020334653,440448.5387506059,15306.046790431747,Pampamahakavi Road
69258.26693365589,17.194971558847527,2.8571125703424487,1.6754212822378904,232732.9425449399,49975.09863214752,Bidrahalli
43825.53226811387,25.33336643823406,2.819514174867165,1.8425670306268895,718766.7564073557,44295.46161604197,Carmelram
79121.59919195536,14.37214370797965,2.4551388508249405,2.2696397781785738,998297.3565410655,44888.91219508808,Subramanyapura
56507.634123401105,14.65807255757514,2.998414075576798,1.951155756776389,293165.06279874686,23165.85691790499,Mount St Joseph
98153.35492026631,22.8679892087407,2.140741470983378,2.8276089880098865,964549.1290491718,32179.78556974946,Chamrajpet
54501.84829851586,29.66345146137718,2.9726626902739857,2.2309275437476854,667822.3234781413,44937.72375820627,Girinagar
74644.33852370217,18.220942121109815,2.8597619422766707,3.001526769597122,368114.25301653094,45248.931434259845,Devanagundi
47817.84942039512,26.13767588070279,2.678755113810362,1.4735772613739582,558635.3606615388,21800.049032725932,Bommanahalli
85328.2986374703,10.200144313605225,2.6018922692745994,1.139322159827607,959771.1313196805,49114.91490627892,Bnagalore Viswavidalaya
89722.61932611246,12.58119374815076,2.092439416752328,3.2941198891703314,800983.3923663492,22182.92517747545,Muthusandra
44035.05728026476,26.97152580534499,2.803257848126741,3.50695156977511,879371.9867271844,20944.820309318726,Whitefield
99319.93864567138,16.839505645315718,2.689478820214001,3.7941907390348706,253699.45358939256,16768.958758445515,Sampangiramnagar
87313.85124137708,12.452735964958329,2.672611037733973,2.51487288207258,956205.8620669969,23395.521050187148,Electronics City
60591.54950866493,16.702912845336826,2.972572748959065,2.006392103951219,595973.8112880464,19046.32439853091,Basavanagudi
88553.84516161558,15.648622870143948,2.383107721596562,3.9329685318917016,552788.442022741,21693.96884526698,Bnagalore Viswavidalaya
60651.50141091022,27.305261566800013,2.167794395953777,3.192028299190589,616402.5281014175,32020.96544978861,St. John's Medical College
53666.36551631816,7.135086264282762,2.6886263782708255,2.9488349269791505,326586.1692638029,42369.573758170656,Gaviopuram Extension
42359.56195179881,22.970654907053564,2.3453026150939507,3.9447207442101666,589965.0454681446,29794.941286821297,Mico Layout
89510.99092123943,6.521678790764419,2.854447442172834,2.055879731045378,273535.77866581397,36805.62362204223,Shanthinagar
83383.0927954692,20.534079366927234,2.6191413585696233,1.5688878305741727,692693.9257779184,21946.660401426252,St. John's Medical College
75636.76242275021,9.91941176200293,2.8531505087552116,1.238812952910652,384030.58129267127,44870.40319782133,Jayangar Iii Block
96808.84259811966,16.136238199094638,2.1954553242224004,3.6770220298903173,430256.0139212749,38409.08409603188,Panathur
83779.17870635097,12.283657576045538,2.706179366825783,3.429591688945942,409371.73670797417,26017.264794003986,Chikkalasandra
73714.24281299271,14.881733148742205,2.131593403697827,1.5158813138088494,801843.2525571772,46879.64508868614,Mallathahalli
83339.14757826374,10.534269542280487,2.2474415085677077,3.2436044600914684,603735.1305104253,27443.675695992977,Bommanahalli
77193.95281526085,20.128880653640135,2.168150131373413,1.8056792963516035,544732.0992091973,19135.510397854494,Basavanagudi
53431.73039835663,14.881086779692241,2.0430052077222554,2.253640265252297,243167.69570340248,34089.93428321123,Electronics City
52581.47081279922,16.639675417939507,2.923711875055161,3.9112742049561104,543269.0345231007,43119.906679216925,Kannamangala
76770.55223342945,14.844906708032664,2.1539434094327925,2.4230481778469004,830661.7344738874,29211.831692323736,Jayanagar
82452.36155097497,6.388871579974427,2.110549015265962,2.924385697105577,774023.9885328476,17864.390093190468,Adugodi
88355.29608565493,28.27545922432579,2.46717398777406,2.953321062969145,515594.0429644261,43520.05454619894,Wipro Limited
74767.93978926868,6.565018005914457,2.779377843562771,3.434655971243575,333920.2460214709,33811.01515114411,Muthanallur
93281.37857637013,20.875381991906185,2.6556059638035765,1.325532134069745,344732.23196416616,46214.23244064348,Chandapura
92463.63825467127,19.46152126204223,2.2571612466622515,1.3132079829802508,599461.3033035132,30575.95387371226,Viveknagar
66946.44280126062,7.577258050896036,2.448282058573076,2.3550659629007966,232677.3204573252,26443.008327149608,Kannamangala
48458.7472348037,21.007741778236227,2.2004396026343973,3.721926295986198,464124.5925621788,35396.79786589941,Bommasandra Industrial Estate
60012.66213944597,16.4139534767195,2.90030672532261,3.2589958800910828,544600.2029899209,33558.99070381709,Bnagalore Viswavidalaya
74762.31428829295,28.594221036110348,2.3043865920724995,1.938101597047258,927550.5544001086,16682.847875680163,Mallathahalli
91449.70895118517,14.380554251792548,2.2206732368270328,3.7327057127331718,967042.6159755278,16843.19637362862,Nayandahalli
63824.520595031034,14.331829695356525,2.950251485255743,1.1449599567059665,829218.8390131716,28687.982673891976,Mundur
69260.11081829864,6.590501274690739,2.9619229366344277,3.167673277801177,915487.5027900299,15085.209246812088,B Sk Ii Stage
60810.47171736084,14.420703046152187,2.2210096453883215,2.2895431779206317,460981.0821590567,30361.180115372874,Ashoknagar
89201.4725070881,21.012638765079224,2.600912111993665,1.1041941200453875,500361.5740558942,42882.15269960015,Kumbalgodu Gollahalli
53242.369442363226,29.451843859020986,2.740982286392584,2.4696528677577385,713734.9697032383,25755.778034566218,Panathur
57905.31116031009,19.307688991586712,2.772700124693359,3.6711067560777946,807508.7550855525,35551.61048063853,Girinagar
44672.193067000975,22.249412531514473,2.968590377415197,3.9986467699975625,928081.0114597521,16202.401306042693,Hulimavu
48255.185245315806,10.759151899319606,2.8227220601087684,1.2285064547098976,286216.5481989286,20792.891165466754,Medimallasandra
45805.02300100264,26.42440456909212,2.9613289261948097,1.2019874752897333,974376.6883117018,38011.298904646785,Thataguni
53228.16544771561,9.675244690681046,2.9655639226709085,2.0149603709343955,905567.1000151408,25411.412747356873,St. John's Medical College
55911.86031830482,27.033862816467035,2.9470856878700626,2.4704283302017487,302886.99045291485,20200.687249776478,Bnagalore Viswavidalaya
76577.6770577358,11.820089431171368,2.7455414613497364,1.8757217204520216,761791.9840727465,36537.567287178885,Bnagalore Viswavidalaya
47769.775878280074,18.235939067867022,2.8417036514474843,3.311050464977969,351943.99660972075,21288.299076595737,Electronics City
46958.12341011982,28.413950682503632,2.5586588736184916,2.529920376201878,312978.09246060735,23462.844216886944,Chickpet
46296.32886512022,20.48156614200485,2.4385666549446423,1.508651407017883,214037.09117613267,31395.782819715125,Agara
57605.00751265679,23.016589821213678,2.9531752207696607,3.767230727777018,998268.014976951,48419.967975108004,Governmemnt Electric Factory
57209.65154697804,29.94132314325407,2.4926188721658606,1.2759051207765695,231113.54178141532,15851.305612194958,Rajarajeshwarinagar
98090.25970279929,16.6505881294011,2.6055632160058884,3.1795757380147025,528113.5966900946,42998.11301461896,Mount St Joseph
54353.3952411434,9.79660374092655,2.57979337467728,2.4946979124146504,269838.70789445454,17260.891991353063,Jayanagar
56620.8565055421,11.911398427164418,2.0543940610244618,3.8715380127268206,793665.3444811234,45477.58778929301,Koramangala
72963.22021500187,26.348514439537603,2.3314438084752673,1.4881315383163956,749143.8371254462,25503.9824103738,Bidrahalli
46039.96104929644,13.477645360436789,2.4626425419262143,1.9997717572013427,393627.3980848867,23445.099417202364,Girinagar
69683.1352559622,5.5485470219515705,2.7037284393632257,2.8752357949486047,629121.1587232433,20624.709836661143,Banashankari Iii Stage
99334.92587316238,6.3111322274650785,2.9449154983581813,3.958456552040376,337061.3018437994,15181.561498030062,Madivala
98599.79864342668,16.356989430983113,2.2644310904030034,2.239873384453791,926883.2250991148,45519.660007950864,Electronics City
86629.91209577688,29.886673850238353,2.141334811439779,2.653051439743082,335355.09057315637,30353.633324422513,Bolare
79589.6471053234,12.826507593641486,2.9319622686309383,2.0504746530357965,906078.8480311637,47009.251573152615,Bangalore Corporation Building
95027.80638950452,20.842128471079732,2.2128782318965046,3.3707384210151456,667512.9195915766,21873.097403905034,Chandapura
94819.75774701734,8.801295669006581,2.4086204171347303,2.544658244556412,890184.0386791041,38079.1275865731,Muthanallur
42576.15351609495,12.289842243715754,2.8645463115412326,2.8874456779528974,720118.5194393839,26907.6751588606,HSR Layout
62239.88607689578,7.504728508963449,2.5823676818879617,1.0213006760160912,846697.4255029795,20109.96726208733,St. John's Medical College
54337.05610037746,10.679495307769844,2.6868647997027018,2.1161647092316827,774630.1191369606,22298.78175622266,Banashankari Iii Stage
73719.20626864368,5.616244678276301,2.187914447077816,1.8680868253959413,297238.9104630087,20874.72975163973,State Bank Of Mysore Colony
65033.96215066197,14.721342453141633,2.420133659144703,3.479618940966365,882868.2009695278,23932.907216640204,Gaviopuram Extension
59905.9442330952,28.374713276461694,2.541906660696707,2.068973188849207,523626.8292501829,33649.76227943374,Wilson Garden
41058.67641668557,7.153208052541339,2.9948412838435727,2.9446969214413548,845995.7562950293,27551.17817363052,Adugodi
99063.81464691838,8.140351128220988,2.6736177187996195,2.276903811156827,799163.2790304947,21163.967125263804,Chickpet
79781.67765275808,14.397911832846312,2.389961787921067,3.521401444064552,512160.8868962245,18607.157854653142,Jayanagar
56293.69683014925,13.913636233386974,2.9702209220322606,1.9383576082750895,469948.9316887966,25379.976737114575,Wilson Garden
62877.906000063915,11.022187075094294,2.9068648472226712,2.4329665277769443,625745.4280951786,47570.989814194196,Ashoknagar
94666.1573840215,28.030052970616985,2.568954940257415,3.6432087351196,999989.5666969101,46521.13851839965,Wipro Limited
46110.09782944008,23.441622506160993,2.990038456194337,1.7955191627622646,968860.9313739794,39523.274939022114,Carmelram
47377.949547311364,8.747009780690957,2.443788466530567,3.1812570217787886,514064.97856055526,28746.75904873727,Kannamangala
72134.37646401257,5.034590585666683,2.2785003226511757,3.2852948385255636,968587.6771973076,44682.94940613745,Panathur
47383.60958133555,18.257029055259984,2.178345547971386,3.8754632705068697,831020.9440420424,44596.687827722366,St. John's Medical College
85557.75427447527,23.564045801542832,2.5613805454043965,2.9996164367401574,262855.1767216255,45906.49786639368,Muthusandra
72717.1904863269,18.968350453819937,2.5267487563072133,3.0699644330069273,531522.5425346507,48244.757643616795,Medimallasandra
41524.233340998355,28.708868647395303,2.728426759801791,3.079837035865286,293554.4917924816,26715.967473637676,Gottigere
65805.4132737361,18.674756461916044,2.4546036803122937,2.0169684698914816,417147.50313294947,36200.08971515324,Chudenapura
68048.5177641664,9.147896391853026,2.2198916662901844,3.0465112468082802,263397.45422989386,39086.95463528915,Kadugodi
66464.75075514997,28.967273825326373,2.065353542401102,2.674241681109627,335214.7931302899,18961.423782267128,JP Nagar Iii Phase
46482.98633082177,6.8579595972649905,2.719270544223418,1.664380622848145,943245.7437478286,39621.26237787602,Thalaghattapura
52626.56856800297,18.495279823797155,2.188959715684341,3.02540420534329,521713.9026249914,19161.711648798635,Wilson Garden
77822.52974384384,23.791848139606994,2.517162791213063,1.0095502643191512,627443.6985130338,33751.90084007532,Panathur
50844.53982294971,14.961056205812142,2.000324200974833,3.5128833733646987,823234.6631265812,40100.81936593215,Padmanabhnagar
52981.30933654168,10.104658623729513,2.201149274797869,2.8783156348318224,994350.8396468655,26913.82154040507,Mavalli
55012.06270231559,25.940156919441797,2.75514532217555,1.160407047390354,882347.7159101412,21902.0062037425,Sampangiramnagar
66744.13623844892,23.182020567141503,2.6712324234734277,3.707407507979871,845787.8650023938,18603.91239600065,Jayanagar
96211.24669429005,18.470840199348373,2.8000223177143244,1.24672159052556,458331.4770093149,29882.556932195243,Governmemnt Electric Factory
54472.86285930894,6.392404375477785,2.2579132995039704,2.5001500073313716,883527.9840378262,16665.01303327861,Dharmaram College
97840.18677102629,8.55288901607812,2.8753971570838943,3.301363932801542,756288.194649142,39158.5579419611,Kumbalgodu Gollahalli
43722.07512802296,29.790523582593327,2.9754137316557667,3.81416472219176,541128.6801788548,33278.13485001523,Muthusandra
51537.36628785064,23.29884707570282,2.95856402452778,3.966011203086745,352424.3079919403,25471.455667716626,State Bank Of Mysore Colony
89111.88700687655,17.19792470183975,2.2225451045141225,1.1520126957600576,726800.2067282062,24640.460820132143,Banashankari
92078.20127928548,16.934569101710938,2.9762798488093933,2.3182223613251165,803285.0664161887,33430.2917263633,Muthusandra
67569.40312029059,18.573087481796215,2.7827070366465803,2.2116158920503306,961091.3178482511,43200.466554242856,Bommanahalli
90456.85688433022,21.260108146959848,2.3381603320897515,2.3313890595072393,782449.5150676393,26042.25316418139,Whitefield
99050.49211388946,21.929592554086927,2.262713247075722,3.875970904991067,988447.1071672743,21331.07414476917,Governmemnt Electric Factory
73045.5151306156,11.307818945587538,2.8679026434476773,1.9706930469979116,537316.4525649843,35382.678339753686,JP Nagar Viii Phase
78075.44326166356,5.595582888325675,2.2409036754557565,3.726738903783745,545903.994423558,49047.03809852971,State Bank Of Mysore Colony
56627.87553518401,9.02451583447644,2.380357675911376,3.7057597732967564,626235.1176601817,40480.92133783814,Mundur
54002.70817474359,6.316080576467318,2.9483948017319532,3.5451785051359526,742781.1232508395,46967.09543089337,Agara
76173.203860773,14.397007105470118,2.986328592108423,2.5830859389964136,853731.8612356083,33081.62905076664,Muthusandra
76759.4901571318,7.039755779819738,2.740661259919038,2.476242233891888,548447.3003189501,21413.110370529652,State Bank Of Mysore Colony
77667.32075416656,29.741439887796172,2.7560999596733673,2.3631040068783356,446700.11464897345,19399.230163201577,Jayanagar West
92058.45519141937,6.2426411594251565,2.642643569334152,1.682143159697663,665139.7081632607,49253.206572029,St. John's Medical College
65163.482589585314,14.678114555105696,2.5088663383471355,3.0852103580057935,981968.369101344,47522.09859733832,Chudenapura
87445.8980832111,19.86703088029752,2.307463334258954,1.5513411146856657,843751.2014849082,21208.861234376498,Adugodi
86833.71275099067,17.43309447738065,2.778540199556993,1.9984445229875738,857734.166937113,37863.99448623743,J P Nagar
88577.44975465056,11.152149375458386,2.1519287911392784,2.443441820656481,375954.8553990673,18749.354395382587,Girinagar
42339.68944542342,10.41971042904115,2.764492542192978,2.202037072110932,987161.4547971211,30745.879760844866,Governmemnt Electric Factory
49132.68901354997,14.720603198225353,2.370149818178569,1.3327426600642993,975772.6715372677,20223.462220322643,Agram
73705.174793132,25.805058765115877,2.6144771237484847,1.2974818953523881,817074.8078365304,41700.02528100172,St. John's Medical College
71416.76228530503,18.801342349891616,2.396105226004771,2.3449420690822627,270015.920432241,32168.48667004488,B Sk Ii Stage
46476.07424545095,26.49361368713233,2.03254683224941,3.5991175779119406,364092.1322330398,18315.87660911122,JP Nagar Iii Phase
60725.979146941914,11.442150422829336,2.181345214325011,1.932395711707269,396243.17005197663,40733.83699207743,Bannerghatta
87691.15914915627,11.287415510171401,2.70446766615294,1.8404791382733559,549019.5583889983,39563.82894815742,Madivala
54697.26583550399,23.2193314827447,2.185332850873585,1.0493099833000676,490594.4893226266,43171.84907329791,Panathur
73676.09174642505,14.394025397260803,2.488904017668753,2.83797103193701,876408.9778416536,44646.24769071445,Mavalli
69535.53194057662,22.64203838595414,2.6986697585560884,3.8188151908580035,927920.0927504261,40208.03116993366,Chudenapura
73743.8607748832,9.688584482027732,2.6580537516073655,1.099622778435692,944575.6662237713,23291.041411606355,Deepanjalinagar
48574.888283759785,22.57882661193007,2.6673380876631523,1.4166857494155418,449611.7000032277,33983.793731983445,Bnagalore Viswavidalaya
62345.20785366182,15.143488960080635,2.778871158488599,3.3946726450876037,976806.8311200105,44597.86490108257,Muthusandra
84199.58907859089,24.24408244024653,2.659505518581857,1.971932516603208,990071.371375216,22916.590262976475,Muthusandra
40036.875336057754,17.70265345707977,2.6440247959058008,3.6281882770783436,700821.7346627265,29328.88327915415,Wipro Limited
91605.18830899216,29.21095466141304,2.0456492897295315,2.3641919781371574,867738.0360727954,18739.570183671687,Kathriguppe
43855.35563985411,6.536103402201405,2.8776877586214376,3.6794719685562454,622485.3364100066,44769.61979437545,Pampamahakavi Road
79807.98386207232,16.92243976752597,2.1240664518662253,2.6316971891780705,946235.7086830286,17593.786025185178,Bnagalore Viswavidalaya
75920.16617152368,24.65846203767554,2.8573061931623815,3.9797704168602124,858589.3638490969,23627.735404504063,Koramangala Vi Bk
87982.9474922118,13.557096021400376,2.973478967145274,3.537095762865104,712870.7009156904,37346.17946078492,Bidrahalli
93223.06223247609,25.46162030435477,2.3501055451271755,2.622793734657167,862477.6991679359,28519.053597107675,Kadugodi
79903.52823963916,5.650142936641543,2.4769501911242866,1.8174950788103539,669885.6369489982,32388.023873394017,Vartur
66089.86010268802,28.445522300805855,2.005829558284616,2.8579130569909355,810141.6639755999,45662.56740110198,Gottigere
49942.44372761158,19.47348236127099,2.5098932086720156,3.7622425725411275,345250.6001259582,46393.8661597474,Muthanallur
94997.32050293853,12.33932542589916,2.359011920731681,2.205948591842174,497689.52873174055,44319.47045607051,Banashankari Iii Stage
93648.4157280282,26.550087840434752,2.9544863754059487,1.098009780376246,392926.8078947049,28298.252303638845,Bannerghatta
92227.78863391155,29.23546653345894,2.2163249668500384,1.7027562673879089,624161.8297114023,23718.996743009924,Chamrajpet
46317.383143679355,25.860546082744566,2.6095426983312837,1.7098789269966477,683959.6449577308,19118.32007104165,Koramangala Vi Bk
70351.25063524356,26.33254573731031,2.4677836454943067,3.570978097937359,618886.92583629,41723.81101555936,Jayangar Iii Block
91746.01978796166,23.604453790245095,2.56495318397163,2.681901379206729,291365.9640042753,36532.64679675871,Vartur
84969.39586438632,20.53089633070879,2.9561265243445387,2.8910409076749852,810690.8426176602,39975.84770348764,Mundur
99892.42946504982,25.08716431907677,2.5255063268831073,3.4789229570892126,810745.9992298033,33647.841118520286,Chikkalasandra
66520.39802976252,22.21584950326242,2.69486645625973,2.5947511806270476,247048.04580084226,29526.78548445043,Thataguni
41118.827172704114,26.285589957128526,2.303978677770104,3.784304634493072,948702.3175962237,33675.63044788271,Koramangala Vi Bk
72166.0129223162,9.971749374171486,2.2521048642892962,1.134391359371211,548452.2080269447,21273.595669680923,Wilson Garden
93569.88035106548,13.238782975140774,2.5441795217985326,2.891791530302414,982679.213720198,46499.74807683182,Chudenapura
57003.40442281673,23.27949611900643,2.2503636567509573,1.4117127834930625,941845.5823379704,15350.013610343125,Girinagar
85118.37124439667,21.908680617167164,2.9810789529828856,3.5792671842059587,765775.7383330646,26736.069883214645,Subramanyapura
92984.00792281324,8.188440332988474,2.7798214184911147,2.4041824413006623,459600.5807589396,16424.22029560584,Chudenapura
78847.7603525893,16.571197826781038,2.1362687283834623,3.057889570621063,983183.5955726876,17066.241963276665,Pampamahakavi Road
85376.30443205558,17.117283687399592,2.627076738481265,1.0924987070511802,278742.5270275542,20752.54991132063,Mavalli
59661.529367266354,13.055384661043336,2.6229958523644377,3.529120785502289,290129.12126599695,26258.93483205742,Chudenapura
55206.20176605153,10.614035926141042,2.1032998867686548,1.217097842223287,758722.6955772326,39118.08165966479,Jayanagar West
89242.27470531172,27.15502020667294,2.9609501112099577,2.666797540582079,545787.8578142052,20508.55196140586,Electronics City
64011.574692432885,15.610474053355565,2.580566859590392,1.463199428986523,962081.1244879641,18216.45651837023,Muthusandra
76412.6560534577,5.990165156476985,2.6335307830117216,2.111482907639753,876202.204449159,39620.69084675617,Mount St Joseph
94218.7025468547,12.007285971539016,2.6804780738803267,2.135277676051373,707640.4059420535,30869.36959626851,Bnagalore Viswavidalaya
58581.30391479496,12.704243915962138,2.0028259677832216,1.5047937711526673,805631.8674808028,20883.937902072234,Kumbalagodu
62368.34035623539,16.391317431788934,2.233275815014319,3.4034260004707377,562453.5075178631,15445.206702902618,Mundur
43526.005388287274,27.444855083765486,2.221286106923042,2.988482122535812,800407.7718674236,35760.845399634534,Shanthinagar
63560.778865636894,27.28307891281654,2.163392808131957,2.8814772226954934,957734.3165386723,19942.039352542353,Agara
72495.17158900313,24.88397079961888,2.024780288576503,3.01213615405267,540602.4503026751,17511.455235419155,Jayanagar
74246.88349360245,21.119713048711485,2.7124658487680726,2.8835712858928426,423039.32076728303,15947.795610601235,JP Nagar Viii Phase
66249.81636062427,19.256237622224624,2.4578869828981316,1.4626873266754192,817478.1605522727,39087.46398462908,Wilson Garden
44014.855805881016,17.034510423725365,2.1408157803807475,2.803673514209719,498494.3048854714,47762.33017412568,Kathriguppe
